FSA,ProvinceTerritory,n_days,concentration
B0S,NS,100.0,7.5
B0S,NS,90.0,141.0
B0S,NS,133.0,7.5
B0S,NS,96.0,7.5
B0S,NS,116.0,20.0
B0S,NS,90.0,21.0
B0S,NS,103.0,23.0
B0P,NS,125.0,7.5
B0P,NS,132.0,7.5
B0P,NS,62.0,7.5
B0P,NS,92.0,7.5
B0P,NS,94.0,15.0
B0P,NS,107.0,17.0
B0P,NS,91.0,19.0
B0P,NS,91.0,230.0
B0P,NS,91.0,682.0
B0P,NS,95.0,796.0
B0S,NS,99.0,7.5
B0S,NS,93.0,7.5
B0S,NS,92.0,7.5
B0S,NS,91.0,7.5
B0S,NS,93.0,7.5
B0S,NS,99.0,24.0
B0S,NS,82.0,28.0
B0S,NS,100.0,29.0
B0S,NS,106.0,394.0
B0P,NS,91.0,20.0
B0P,NS,95.0,33.0
B0P,NS,94.0,194.0
B0P,NS,97.0,1307.0
B0P,NS,91.0,7.5
B0P,NS,91.0,7.5
B0P,NS,91.0,7.5
B0P,NS,91.0,7.5
B0P,NS,91.0,7.5
B0P,NS,91.0,23.0
B0P,NS,91.0,28.0
B0P,NS,90.0,30.0
B0P,NS,91.0,31.0
B0P,NS,96.0,35.0
B0P,NS,101.0,160.0
B0P,NS,101.0,33.0
B0S,NS,93.0,7.5
B4R,NS,93.0,31.0
B4R,NS,92.0,36.0
B4R,NS,90.0,85.0
B0S,NS,89.0,30.0
B0S,NS,99.0,7.5
B0S,NS,90.0,17.0
B0S,NS,91.0,23.0
B0S,NS,90.0,30.0
B0S,NS,102.0,31.0
B0P,NS,90.0,7.5
B0S,NS,92.0,93.0
B0P,NS,91.0,7.5
B4N,NS,96.0,7.5
B4N,NS,91.0,7.5
B4N,NS,91.0,7.5
B4N,NS,156.0,34.0
B4N,NS,89.0,82.0
B4N,NS,90.0,85.0
B4N,NS,90.0,188.0
B0P,NS,91.0,7.5
B0P,NS,94.0,16.0
B0P,NS,90.0,34.0
B0P,NS,91.0,35.0
B4N,NS,94.0,59.0
B0S,NS,109.0,85.0
B0S,NS,118.0,7.5
B0S,NS,90.0,7.5
B0S,NS,121.0,15.0
B0S,NS,151.0,60.0
B4N,NS,93.0,16.0
B4N,NS,103.0,20.0
B4N,NS,101.0,25.0
B4N,NS,91.0,83.0
B0S,NS,92.0,32.0
B0P,NS,92.0,7.5
B0P,NS,91.0,17.0
B0P,NS,99.0,29.0
B0R,NS,93.0,21.0
B0R,NS,92.0,22.0
B0R,NS,84.0,31.0
B0P,NS,91.0,17.0
B0P,NS,131.0,27.0
B0P,NS,91.0,33.0
B0P,NS,91.0,37.0
B0P,NS,123.0,175.0
B0P,NS,93.0,7.5
B0P,NS,102.0,165.0
B4P,NS,91.0,7.5
B4P,NS,96.0,7.5
B4P,NS,93.0,16.0
B4P,NS,102.0,18.0
B4P,NS,91.0,19.0
B4P,NS,94.0,22.0
B4P,NS,96.0,25.0
B4P,NS,91.0,26.0
B4P,NS,92.0,41.0
B4P,NS,92.0,65.0
B4P,NS,91.0,70.0
B4P,NS,90.0,78.0
B4P,NS,98.0,90.0
B4P,NS,91.0,128.0
B4P,NS,93.0,131.0
B4P,NS,93.0,206.0
B4H,NS,93.0,7.5
B4H,NS,90.0,7.5
B4H,NS,92.0,7.5
B4H,NS,91.0,18.0
B4H,NS,90.0,21.0
B4H,NS,91.0,31.0
B4H,NS,109.0,32.0
B4H,NS,129.0,51.0
B4H,NS,99.0,66.0
B4H,NS,146.0,119.0
B4H,NS,92.0,157.0
B0M,NS,83.0,17.0
B0M,NS,90.0,300.0
B0M,NS,60.0,320.0
B2S,NS,108.0,87.0
B0N,NS,92.0,17.0
B0N,NS,91.0,155.0
B6L,NS,91.0,35.0
B0M,NS,90.0,16.0
B0M,NS,92.0,83.0
B0M,NS,92.0,141.0
B0M,NS,91.0,183.0
B0M,NS,94.0,2448.0
B0K,NS,96.0,7.5
B2S,NS,123.0,22.0
B2S,NS,96.0,27.0
B2T,NS,91.0,7.5
B2T,NS,61.0,20.0
B2T,NS,101.0,32.0
B0M,NS,90.0,315.0
B6L,NS,114.0,66.0
B6L,NS,102.0,89.0
B0N,NS,91.0,27.0
B0N,NS,91.0,7.5
B0N,NS,94.0,16.0
B2S,NS,97.0,16.0
B2S,NS,90.0,31.0
B0M,NS,92.0,537.0
B0L,NS,284.0,45.0
B0N,NS,112.0,7.5
B0M,NS,90.0,24.0
B0N,NS,106.0,18.0
B0N,NS,104.0,7.5
B0N,NS,101.0,7.5
B0N,NS,92.0,38.0
B0N,NS,82.0,38.0
B0L,NS,103.0,18.0
B0L,NS,92.0,325.0
B0N,NS,91.0,25.0
B0M,NS,93.0,7.5
B0M,NS,92.0,22.0
B0M,NS,92.0,24.0
B0M,NS,100.0,32.0
B0M,NS,91.0,1376.0
B0M,NS,91.0,154.0
B0M,NS,110.0,81.0
B0M,NS,91.0,397.0
B0M,NS,91.0,170.0
B0K,NS,90.0,22.0
B0K,NS,101.0,29.0
B0K,NS,92.0,35.0
B0K,NS,92.0,172.0
B0L,NS,92.0,17.0
B0L,NS,92.0,7.5
B0M,NS,91.0,60.0
B6L,NS,108.0,17.0
B0N,NS,90.0,216.0
B0M,NS,91.0,7.5
B0M,NS,93.0,30.0
B0M,NS,104.0,455.0
B0M,NS,118.0,7.5
B0M,NS,96.0,7.5
B0M,NS,92.0,7.5
B0M,NS,91.0,17.0
B0M,NS,91.0,29.0
B0M,NS,92.0,41.0
B0K,NS,92.0,7.5
B0K,NS,93.0,16.0
B0K,NS,91.0,41.0
B0K,NS,97.0,60.0
B0K,NS,91.0,79.0
B2N,NS,93.0,21.0
B2N,NS,92.0,31.0
B2N,NS,91.0,106.0
B2N,NS,91.0,644.0
B0N,NS,141.0,22.0
B0N,NS,97.0,53.0
B2S,NS,89.0,31.0
B6L,NS,92.0,30.0
B6L,NS,83.0,7.5
B0N,NS,95.0,125.0
B0K,NS,101.0,7.5
B0K,NS,89.0,27.0
B0M,NS,92.0,7.5
B0M,NS,91.0,7.5
B0M,NS,90.0,279.0
B0H,NS,109.0,24.0
B2G,NS,90.0,7.5
B2G,NS,91.0,7.5
B2G,NS,106.0,7.5
B2G,NS,91.0,7.5
B2G,NS,98.0,15.0
B2G,NS,92.0,36.0
B2G,NS,91.0,65.0
B2G,NS,96.0,122.0
B2G,NS,118.0,149.0
B0H,NS,91.0,7.5
B0H,NS,94.0,28.0
B0E,NS,104.0,7.5
B0E,NS,97.0,16.0
B0E,NS,91.0,16.0
B0E,NS,91.0,25.0
B0E,NS,74.0,26.0
B0E,NS,92.0,575.0
B0H,NS,92.0,69.0
B0H,NS,91.0,7.5
B0H,NS,90.0,81.0
B0K,NS,115.0,95.0
B9A,NS,96.0,16.0
B0H,NS,97.0,7.5
B0H,NS,94.0,224.0
B0E,NS,91.0,7.5
B0E,NS,99.0,7.5
B0E,NS,96.0,7.5
B0E,NS,148.0,24.0
B0E,NS,92.0,25.0
B0H,NS,90.0,7.5
B0H,NS,107.0,28.0
B0H,NS,96.0,144.0
B0H,NS,100.0,109.0
B0H,NS,94.0,7.5
B0H,NS,90.0,34.0
B0H,NS,92.0,36.0
B0H,NS,94.0,45.0
B0E,NS,90.0,77.0
B0H,NS,97.0,7.5
B0H,NS,104.0,25.0
B0H,NS,96.0,7.5
B0E,NS,92.0,7.5
B0E,NS,91.0,35.0
B0E,NS,100.0,7.5
B0E,NS,98.0,7.5
B0E,NS,91.0,7.5
B0E,NS,91.0,16.0
B0E,NS,91.0,7.5
B0K,NS,188.0,7.5
B0H,NS,85.0,7.5
B0H,NS,92.0,20.0
B0H,NS,91.0,23.0
B2H,NS,100.0,7.5
B2H,NS,90.0,7.5
B2H,NS,140.0,19.0
B2H,NS,102.0,25.0
B2H,NS,74.0,130.0
B9A,NS,125.0,7.5
B0E,NS,84.0,29.0
B0K,NS,91.0,65.0
B0K,NS,91.0,166.0
B0K,NS,94.0,7.5
B0K,NS,94.0,17.0
B0K,NS,93.0,26.0
B0K,NS,98.0,62.0
B0K,NS,93.0,142.0
B0K,NS,92.0,149.0
B9A,NS,94.0,32.0
B9A,NS,91.0,7.5
B9A,NS,90.0,7.5
B9A,NS,95.0,7.5
B9A,NS,104.0,83.0
B9A,NS,89.0,155.0
B0E,NS,90.0,7.5
B0E,NS,101.0,26.0
B0E,NS,103.0,37.0
B0K,NS,91.0,110.0
B0K,NS,90.0,7.5
B0K,NS,111.0,27.0
B0K,NS,94.0,38.0
B0J,NS,90.0,7.5
B0E,NS,131.0,7.5
B0E,NS,108.0,7.5
B0E,NS,98.0,7.5
B0E,NS,97.0,7.5
B0E,NS,92.0,16.0
B9A,NS,101.0,139.0
B0E,NS,99.0,7.5
B0E,NS,91.0,22.0
B0E,NS,91.0,17.0
B0E,NS,91.0,7.5
B0E,NS,101.0,17.0
B0E,NS,92.0,19.0
B0E,NS,88.0,21.0
B0K,NS,119.0,7.5
B0K,NS,93.0,7.5
B0K,NS,90.0,7.5
B0K,NS,91.0,35.0
B0E,NS,99.0,7.5
B0E,NS,103.0,7.5
B0E,NS,98.0,7.5
B0E,NS,91.0,7.5
B0E,NS,91.0,7.5
B0E,NS,120.0,16.0
B0E,NS,91.0,16.0
B0E,NS,92.0,22.0
B0E,NS,92.0,25.0
B0E,NS,53.0,25.0
B0E,NS,91.0,28.0
B0E,NS,93.0,33.0
B0E,NS,90.0,43.0
B0E,NS,94.0,1341.0
B1L,NS,91.0,195.0
B1M,NS,91.0,20.0
B0E,NS,102.0,2692.0
B0E,NS,98.0,25.0
B0E,NS,99.0,66.0
B0E,NS,90.0,90.0
B0E,NS,102.0,121.0
B0E,NS,117.0,203.0
B0E,NS,99.0,569.0
B0E,NS,91.0,875.0
B0E,NS,90.0,1695.0
B0C,NS,91.0,92.0
B0C,NS,107.0,267.0
*,NS,108.0,81.0
B0E,NS,90.0,1767.0
*,NS,90.0,7.5
B1A,NS,91.0,7.5
B1A,NS,97.0,121.0
B0E,NS,90.0,156.0
B0C,NS,97.0,28.0
B0C,NS,128.0,97.0
B0C,NS,137.0,7.5
B0E,NS,97.0,7.5
B0E,NS,91.0,7.5
B0E,NS,90.0,37.0
B0E,NS,90.0,7.5
*,NS,110.0,60.0
B0E,NS,91.0,70.0
B0E,NS,91.0,90.0
B0E,NS,91.0,7.5
B0E,NS,90.0,178.0
B0E,NS,92.0,288.0
B0E,NS,94.0,7.5
B0E,NS,106.0,18.0
B0E,NS,91.0,27.0
B0E,NS,107.0,32.0
B1M,NS,104.0,7.5
B0C,NS,91.0,19.0
B0C,NS,90.0,101.0
B0C,NS,91.0,146.0
B1H,NS,96.0,7.5
B1H,NS,91.0,68.0
*,NS,95.0,22.0
B0E,NS,91.0,7.5
B1L,NS,92.0,93.0
B1H,NS,95.0,106.0
B0C,NS,135.0,7.5
B0C,NS,92.0,142.0
B0E,NS,92.0,425.0
B1P,NS,92.0,7.5
B1P,NS,91.0,164.0
B1M,NS,90.0,77.0
B1N,NS,87.0,7.5
B1N,NS,95.0,7.5
B1P,NS,91.0,7.5
B1P,NS,92.0,7.5
B1P,NS,91.0,16.0
B1P,NS,99.0,23.0
B1P,NS,98.0,28.0
B1P,NS,91.0,34.0
B1P,NS,92.0,53.0
B1P,NS,90.0,88.0
B1P,NS,89.0,173.0
B1R,NS,121.0,32.0
B1R,NS,102.0,95.0
B1S,NS,100.0,7.5
B1S,NS,91.0,18.0
B1S,NS,92.0,25.0
B1S,NS,95.0,76.0
B1S,NS,92.0,101.0
B1S,NS,91.0,190.0
B1S,NS,94.0,277.0
B1S,NS,91.0,1077.0
*,NS,98.0,7.5
B1L,NS,98.0,101.0
B1V,NS,113.0,7.5
B1V,NS,95.0,290.0
B1N,NS,91.0,7.5
B0N,NS,91.0,125.0
B4E,NS,94.0,7.5
B4A,NS,95.0,43.0
B4A,NS,116.0,59.0
B4A,NS,91.0,124.0
B3T,NS,104.0,104.0
B2V,NS,166.0,41.0
B2W,NS,91.0,18.0
*,NS,56.0,56.0
B2V,NS,101.0,7.5
B2V,NS,92.0,21.0
B2V,NS,101.0,23.0
B2V,NS,108.0,35.0
B2W,NS,91.0,7.5
B2W,NS,93.0,7.5
B2W,NS,80.0,20.0
B2W,NS,91.0,21.0
B2W,NS,114.0,22.0
B2W,NS,91.0,23.0
B2W,NS,91.0,25.0
B2W,NS,94.0,30.0
B2W,NS,92.0,34.0
B2W,NS,90.0,75.0
B2W,NS,95.0,81.0
B2W,NS,104.0,95.0
B2W,NS,91.0,97.0
B2X,NS,91.0,7.5
B2X,NS,111.0,54.0
B2X,NS,90.0,88.0
B2X,NS,120.0,114.0
B2X,NS,302.0,212.0
B2X,NS,104.0,219.0
B3A,NS,91.0,7.5
B3A,NS,91.0,7.5
B3A,NS,91.0,84.0
B3A,NS,90.0,110.0
B3G,NS,94.0,27.0
B3G,NS,133.0,60.0
B3G,NS,111.0,77.0
B2T,NS,105.0,27.0
B2T,NS,97.0,349.0
B0P,NS,105.0,28.0
B2T,NS,111.0,7.5
B3V,NS,94.0,34.0
B3H,NS,91.0,35.0
B3H,NS,91.0,35.0
B3H,NS,90.0,128.0
B3H,NS,210.0,279.0
B3K,NS,90.0,19.0
B3K,NS,95.0,24.0
B3K,NS,119.0,264.0
B3L,NS,92.0,24.0
B3L,NS,127.0,28.0
B3L,NS,110.0,71.0
B3L,NS,94.0,82.0
B3M,NS,93.0,7.5
B3M,NS,94.0,7.5
B3M,NS,91.0,7.5
B3M,NS,107.0,28.0
B3M,NS,91.0,82.0
B3M,NS,102.0,115.0
B3M,NS,98.0,137.0
B3M,NS,93.0,181.0
B3M,NS,94.0,295.0
B3N,NS,92.0,22.0
B3N,NS,90.0,36.0
B3N,NS,95.0,111.0
B3N,NS,91.0,126.0
B3N,NS,91.0,153.0
B3N,NS,92.0,222.0
*,NS,91.0,451.0
B3Z,NS,91.0,587.0
B4B,NS,95.0,7.5
B4B,NS,91.0,41.0
B4B,NS,101.0,83.0
B4B,NS,91.0,111.0
B0P,NS,104.0,7.5
B0P,NS,91.0,20.0
B0J,NS,90.0,24.0
*,NS,91.0,42.0
B4C,NS,92.0,7.5
B4C,NS,126.0,16.0
B4E,NS,101.0,21.0
B4E,NS,93.0,26.0
B4E,NS,90.0,60.0
B2R,NS,91.0,74.0
B0N,NS,99.0,58.0
B0N,NS,93.0,7.5
B3Z,NS,90.0,110.0
B3Z,NS,91.0,566.0
B0N,NS,91.0,37.0
B0J,NS,91.0,7.5
B3T,NS,92.0,326.0
B3T,NS,91.0,407.0
B3T,NS,108.0,750.0
B0N,NS,92.0,7.5
B2R,NS,102.0,52.0
B0N,NS,101.0,30.0
B3V,NS,89.0,43.0
B0N,NS,185.0,38.0
B0N,NS,125.0,110.0
E4Y,NB,95.0,124.0
E4W,NB,91.0,498.0
E1G,NB,91.0,124.0
E4H,NB,90.0,95.0
E1G,NB,104.0,393.0
E4S,NB,95.0,7.5
E4P,NB,92.0,128.0
E4T,NB,91.0,294.0
E4S,NB,93.0,22.0
E4S,NB,92.0,102.0
E4S,NB,96.0,130.0
E4S,NB,91.0,779.0
E4S,NB,128.0,7.5
E4S,NB,91.0,147.0
*,NB,94.0,115.0
E4T,NB,91.0,86.0
E4R,NB,94.0,409.0
E4R,NB,91.0,1309.0
E4H,NB,116.0,63.0
E1A,NB,104.0,7.5
E1A,NB,118.0,7.5
E1A,NB,86.0,17.0
E1A,NB,93.0,32.0
E1A,NB,91.0,41.0
E1A,NB,90.0,65.0
E1A,NB,91.0,65.0
E1G,NB,93.0,7.5
E4H,NB,189.0,18.0
E4Z,NB,133.0,227.0
E4R,NB,92.0,7.5
E4R,NB,112.0,62.0
E4R,NB,91.0,113.0
E4R,NB,94.0,237.0
E4R,NB,126.0,248.0
E4R,NB,91.0,268.0
E4Z,NB,106.0,55.0
E4H,NB,110.0,25.0
E4H,NB,91.0,7.5
E4Z,NB,94.0,34.0
E1H,NB,90.0,385.0
E1J,NB,91.0,16.0
E1J,NB,92.0,17.0
E1J,NB,141.0,50.0
E1J,NB,94.0,430.0
*,NB,91.0,103.0
E1A,NB,91.0,7.5
E1A,NB,124.0,7.5
E1A,NB,146.0,7.5
E1A,NB,100.0,20.0
E1A,NB,74.0,49.0
E1A,NB,101.0,96.0
E1A,NB,101.0,130.0
E1C,NB,93.0,7.5
E1C,NB,90.0,7.5
E1C,NB,92.0,7.5
E1C,NB,91.0,16.0
E1C,NB,93.0,16.0
E1C,NB,92.0,34.0
E1C,NB,92.0,150.0
E1C,NB,100.0,227.0
E1E,NB,91.0,7.5
E1E,NB,100.0,27.0
E1G,NB,184.0,7.5
E1G,NB,111.0,19.0
E1G,NB,91.0,36.0
E1G,NB,92.0,36.0
E1G,NB,90.0,38.0
E1G,NB,91.0,92.0
E1G,NB,95.0,122.0
E1G,NB,91.0,159.0
E1G,NB,91.0,427.0
E1G,NB,92.0,1147.0
E4W,NB,120.0,877.0
E4Z,NB,92.0,31.0
*,NB,92.0,79.0
E4W,NB,92.0,361.0
E4W,NB,82.0,386.0
E4W,NB,115.0,114.0
E4W,NB,96.0,226.0
E4W,NB,121.0,327.0
E4W,NB,113.0,55.0
E1B,NB,91.0,7.5
E1B,NB,92.0,7.5
E1B,NB,92.0,7.5
E1B,NB,99.0,7.5
E1B,NB,92.0,7.5
E1B,NB,92.0,7.5
E1B,NB,105.0,7.5
E1B,NB,90.0,24.0
E1B,NB,106.0,24.0
E1B,NB,95.0,27.0
E1B,NB,64.0,44.0
E1B,NB,117.0,62.0
E1B,NB,91.0,65.0
E1B,NB,91.0,67.0
E1B,NB,103.0,93.0
E1B,NB,93.0,111.0
*,NB,92.0,23.0
*,NB,93.0,23.0
E4X,NB,163.0,51.0
E4T,NB,104.0,28.0
*,NB,98.0,265.0
E4P,NB,92.0,58.0
E4P,NB,103.0,114.0
E4S,NB,90.0,7.5
E4X,NB,98.0,118.0
E1H,NB,91.0,41.0
*,NB,96.0,31.0
*,NB,91.0,170.0
E5H,NB,96.0,241.0
E5H,NB,92.0,29.0
E5H,NB,90.0,56.0
E5B,NB,92.0,256.0
E4C,NB,92.0,106.0
E4C,NB,90.0,170.0
E4C,NB,96.0,174.0
E5S,NB,91.0,43.0
E5B,NB,91.0,79.0
E4C,NB,92.0,84.0
E5N,NB,94.0,101.0
E3L,NB,101.0,50.0
E3L,NB,91.0,168.0
E5K,NB,91.0,62.0
E5K,NB,81.0,93.0
E5K,NB,92.0,163.0
E5K,NB,91.0,185.0
E5G,NB,91.0,7.5
E5G,NB,94.0,7.5
E5G,NB,91.0,7.5
E5G,NB,100.0,7.5
E5N,NB,94.0,97.0
E5N,NB,90.0,120.0
E4C,NB,99.0,20.0
E5N,NB,91.0,38.0
E5N,NB,101.0,62.0
*,NB,92.0,7.5
E5A,NB,92.0,7.5
E5J,NB,93.0,87.0
E3L,NB,116.0,26.0
E5S,NB,92.0,7.5
E5A,NB,120.0,239.0
E5J,NB,96.0,205.0
E4C,NB,100.0,176.0
E5K,NB,96.0,267.0
E5K,NB,93.0,192.0
E4E,NB,99.0,142.0
E5T,NB,92.0,74.0
E5T,NB,99.0,231.0
E5N,NB,91.0,71.0
E4E,NB,92.0,123.0
E5J,NB,91.0,27.0
E2E,NB,92.0,29.0
E2E,NB,121.0,69.0
E2E,NB,93.0,70.0
E2E,NB,91.0,74.0
E2E,NB,91.0,164.0
E2G,NB,98.0,87.0
E2G,NB,107.0,136.0
E2G,NB,92.0,151.0
E2G,NB,96.0,163.0
E5A,NB,91.0,18.0
E2E,NB,91.0,7.5
E2E,NB,91.0,20.0
E2E,NB,93.0,23.0
E2E,NB,130.0,27.0
E2E,NB,101.0,27.0
E2E,NB,92.0,33.0
E2E,NB,93.0,69.0
E2E,NB,105.0,78.0
E2E,NB,99.0,201.0
E2H,NB,106.0,7.5
E2J,NB,97.0,7.5
E2M,NB,98.0,26.0
E2M,NB,113.0,150.0
E2H,NB,108.0,7.5
E2J,NB,91.0,7.5
E2J,NB,112.0,7.5
E2J,NB,94.0,7.5
E2J,NB,92.0,23.0
E2J,NB,92.0,101.0
E2J,NB,92.0,129.0
E2J,NB,91.0,363.0
E2J,NB,100.0,20.0
*,NB,90.0,7.5
E2L,NB,93.0,7.5
E2L,NB,91.0,82.0
E2M,NB,95.0,19.0
E2M,NB,91.0,25.0
E2M,NB,107.0,26.0
E2M,NB,107.0,74.0
E2M,NB,94.0,93.0
E2M,NB,92.0,103.0
E2M,NB,101.0,196.0
*,NB,100.0,629.0
E4E,NB,91.0,403.0
E5B,NB,121.0,18.0
E5B,NB,102.0,27.0
E3L,NB,93.0,7.5
E3L,NB,103.0,15.0
E3L,NB,99.0,25.0
E3L,NB,62.0,36.0
E3L,NB,95.0,42.0
E4E,NB,106.0,16.0
E4E,NB,151.0,124.0
E4E,NB,91.0,7.5
E4E,NB,90.0,221.0
E5T,NB,94.0,122.0
E4C,NB,93.0,67.0
E7L,NB,101.0,261.0
E7H,NB,87.0,143.0
*,NB,91.0,537.0
E4A,NB,90.0,31.0
E4A,NB,117.0,64.0
E7P,NB,93.0,36.0
E2V,NB,92.0,7.5
E7L,NB,93.0,213.0
E4B,NB,135.0,1162.0
E7K,NB,92.0,992.0
E3C,NB,90.0,34.0
E4A,NB,112.0,16.0
E4A,NB,91.0,686.0
E4A,NB,107.0,48.0
E3G,NB,95.0,7.5
E3G,NB,94.0,72.0
E3G,NB,94.0,75.0
*,NB,91.0,225.0
E3G,NB,105.0,175.0
E4B,NB,91.0,32.0
E7L,NB,87.0,293.0
E3A,NB,92.0,7.5
E3A,NB,91.0,7.5
E3A,NB,91.0,93.0
E3A,NB,91.0,281.0
E3B,NB,92.0,7.5
E3B,NB,97.0,7.5
E3B,NB,93.0,17.0
E3B,NB,92.0,17.0
E3B,NB,106.0,17.0
E3B,NB,91.0,21.0
E3B,NB,91.0,23.0
E3B,NB,93.0,24.0
E3B,NB,91.0,27.0
E3B,NB,94.0,37.0
E3B,NB,92.0,113.0
E3B,NB,90.0,123.0
E3C,NB,118.0,7.5
E5L,NB,59.0,25.0
*,NB,96.0,21.0
E2V,NB,92.0,18.0
E2V,NB,92.0,39.0
E6K,NB,105.0,49.0
E6K,NB,91.0,93.0
E6K,NB,93.0,96.0
E5L,NB,127.0,55.0
E5L,NB,105.0,84.0
E3E,NB,91.0,309.0
E4C,NB,92.0,19.0
E7J,NB,136.0,63.0
E7L,NB,91.0,62.0
E7L,NB,90.0,72.0
E6L,NB,92.0,78.0
E3B,NB,91.0,7.5
E3B,NB,91.0,18.0
E3B,NB,93.0,23.0
E3B,NB,124.0,49.0
E3B,NB,92.0,69.0
E3B,NB,93.0,72.0
E6L,NB,91.0,17.0
E4B,NB,91.0,7.5
E3A,NB,91.0,7.5
E3E,NB,67.0,7.5
*,NB,112.0,31.0
*,NB,105.0,83.0
E4B,NB,92.0,7.5
E4B,NB,96.0,16.0
E4B,NB,91.0,171.0
E4B,NB,99.0,1029.0
E7J,NB,93.0,116.0
E3A,NB,92.0,7.5
*,NB,89.0,34.0
E3C,NB,96.0,24.0
E3C,NB,91.0,28.0
E3C,NB,91.0,40.0
E7L,NB,90.0,271.0
E2V,NB,98.0,27.0
E2V,NB,91.0,7.5
E2V,NB,91.0,17.0
E2V,NB,100.0,21.0
E2V,NB,92.0,23.0
E2V,NB,92.0,24.0
E2V,NB,92.0,26.0
E2V,NB,110.0,31.0
E2V,NB,92.0,37.0
E2V,NB,105.0,69.0
E2V,NB,91.0,76.0
E7H,NB,96.0,867.0
E7J,NB,98.0,7.5
E7G,NB,152.0,17.0
E7G,NB,91.0,19.0
E7G,NB,95.0,143.0
E4A,NB,111.0,998.0
E3A,NB,95.0,177.0
E3B,NB,92.0,300.0
E7K,NB,103.0,19.0
E7H,NB,90.0,162.0
E5L,NB,118.0,15.0
*,NB,99.0,20.0
E3E,NB,91.0,667.0
E7K,NB,93.0,238.0
E4A,NB,91.0,27.0
E3B,NB,91.0,105.0
E2V,NB,104.0,7.5
E7P,NB,92.0,135.0
E5L,NB,91.0,97.0
E7M,NB,96.0,22.0
E7M,NB,92.0,58.0
E7M,NB,101.0,87.0
E7M,NB,103.0,167.0
E7M,NB,94.0,397.0
E7M,NB,107.0,649.0
E7A,NB,92.0,308.0
E7A,NB,100.0,30.0
E3Y,NB,90.0,35.0
E3Y,NB,91.0,326.0
E3Y,NB,90.0,330.0
E3Y,NB,130.0,29.0
E3Y,NB,119.0,251.0
E3V,NB,93.0,7.5
E3V,NB,91.0,7.5
E3V,NB,96.0,7.5
E3V,NB,91.0,7.5
E3V,NB,95.0,17.0
E3V,NB,93.0,24.0
E3V,NB,91.0,25.0
E3V,NB,90.0,27.0
E3V,NB,96.0,30.0
E3V,NB,92.0,30.0
E3V,NB,91.0,41.0
E3V,NB,98.0,65.0
E3V,NB,124.0,93.0
E3V,NB,90.0,139.0
E3V,NB,94.0,157.0
E3V,NB,90.0,161.0
E3V,NB,90.0,193.0
E3V,NB,92.0,374.0
E3Z,NB,92.0,204.0
E3Y,NB,90.0,143.0
E3Y,NB,95.0,236.0
E3Z,NB,91.0,357.0
E3Y,NB,91.0,173.0
E3Z,NB,92.0,28.0
E8B,NB,95.0,43.0
E8B,NB,91.0,130.0
E8B,NB,92.0,147.0
E8B,NB,91.0,168.0
E8B,NB,100.0,267.0
E8B,NB,114.0,95.0
E7A,NB,90.0,252.0
E7A,NB,100.0,392.0
E7G,NB,93.0,277.0
E7G,NB,93.0,127.0
E7G,NB,92.0,599.0
E7C,NB,89.0,22.0
E7C,NB,90.0,33.0
E7C,NB,95.0,64.0
E3Y,NB,91.0,115.0
E3Y,NB,99.0,201.0
E3Y,NB,91.0,418.0
E3Y,NB,101.0,1346.0
E7C,NB,93.0,17.0
E7C,NB,108.0,19.0
E7C,NB,91.0,27.0
E7C,NB,91.0,34.0
E7C,NB,120.0,94.0
E7C,NB,95.0,95.0
E7C,NB,91.0,238.0
E7C,NB,91.0,306.0
E7C,NB,92.0,366.0
E7C,NB,91.0,606.0
E7C,NB,90.0,985.0
E7E,NB,90.0,18.0
E7E,NB,106.0,26.0
E7E,NB,93.0,41.0
E7E,NB,94.0,162.0
E7E,NB,91.0,163.0
E7A,NB,91.0,27.0
E7A,NB,91.0,34.0
E7A,NB,101.0,90.0
E7B,NB,92.0,7.5
E7B,NB,90.0,48.0
E7B,NB,95.0,75.0
E7B,NB,91.0,300.0
E7B,NB,91.0,303.0
E7B,NB,95.0,16.0
E7E,NB,91.0,28.0
E7E,NB,102.0,70.0
E7E,NB,97.0,84.0
E7E,NB,100.0,107.0
E8A,NB,96.0,25.0
E8A,NB,91.0,75.0
E8A,NB,92.0,96.0
E8A,NB,92.0,159.0
E8A,NB,90.0,180.0
E8A,NB,92.0,216.0
E8A,NB,92.0,669.0
E3Y,NB,92.0,118.0
E3N,NB,113.0,7.5
E3N,NB,103.0,18.0
E3N,NB,95.0,27.0
E3N,NB,92.0,76.0
E3N,NB,91.0,250.0
E8E,NB,100.0,7.5
E8E,NB,95.0,24.0
E8E,NB,91.0,36.0
E8E,NB,92.0,47.0
E8E,NB,90.0,78.0
E8E,NB,93.0,114.0
E8E,NB,95.0,140.0
E8E,NB,92.0,282.0
E8G,NB,108.0,23.0
E8G,NB,96.0,45.0
E8G,NB,104.0,68.0
E8G,NB,90.0,110.0
E8G,NB,103.0,383.0
E8G,NB,94.0,555.0
E8E,NB,91.0,140.0
E8E,NB,85.0,36.0
E3N,NB,92.0,7.5
E3N,NB,91.0,7.5
E3N,NB,90.0,7.5
E3N,NB,92.0,7.5
E3N,NB,90.0,15.0
E3N,NB,103.0,16.0
E3N,NB,91.0,16.0
E3N,NB,90.0,19.0
E3N,NB,61.0,24.0
E3N,NB,91.0,28.0
E3N,NB,93.0,30.0
